utterance,utterance_pos,initial_consine_similarity,consine_similarity,question_mark,duplicate,what,where,when,why,who,how,absolute_pos,norm_pos,utter_len,utter_len_unique_x,utter_len_unique_y,is_starter,contain_thank,exclamation_mark,feedback,neg,neu,pos,compound
"Hi Michael,  Welcome to the Skype Community forum.  I do understand the inconvenience you have faced. Let me help you on this.  There’s probably an issue with the internet connection (yours or the person you’re calling), or with your device. Let's resolve this by following the steps below:  Important: If you’d like to keep your chat and call history, skip this step.  *By default, the Library folder is hidden in Mac OS X v10.7 “Lion” and higher. To find your Library folder, open Finder and, from the menu bar, select Go, press and hold the option key, and then select Library.  Please let us know if you have other questions.   Regards, Rhiza_ERyan",2,0.3308343198655386,0.7603928590611961,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.3333333333333333,452,62,60,False,False,False,False,0.02,0.858,0.122,0.886
"After Window 10 upgrade my screen has become stretched, making the text fuzzy and images fat. It was all wonderful on Windows 7. The problem seems to be that W10 does not recognise my old screen driver and has installed its own (MS Basic); their driver has a max of 1152 x 864 pixels, which is then ""stretched"" onto my 1440 x 900 pixels screen. I have tried reinstalling the original driver - and in compatible mode, all to no avail. Another issue is that W10 insists on automatic update and I suspect it will override my drivers whether I like it or not. Does anyone have a solution, including recommending a new graphics card? Details: PC: Dell Inspiron 530s Screen: Dell 1908WFP Card: AMD's ATI Radeon HD 2400 GT Driver: R179781  ",1,1.0,0.9393110751769914,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3333333333333333,562,73,71,True,False,False,True,0.049,0.857,0.094,0.7603
"Hello Community... Having owned a Skype number a couple years ago and with the ability to use it as a general business number, I recently bought a new number. Much to my chagrin I could not find a way to create a custom message for when people go to voicemail. When checking troubleshooting (because no one has bothered to create a section on VOICEMAIL SETUP - I tripped across a notice saying that outgoing custom  messages were no longer supported. Does this mean there is NO way to create a message that identifies the number as me? Am I stuck with their generic message? If this is not the case, can you please stere me to correct information on the voicemail setup. If there is now no way to set up a custom welcome message then this is a useless service and Google gives me this and more for free so why pay Skype for it? Dear Microsoft/ Skype team...That's just NOT User Friendly or makes sense. Thanks for any help you can give. Alex. P.S. Your drop down categories also need help! This is a voicemail/ skype phone issue but as a Mac User I can only select instant Messaging or Calling or SMS...****!",1,0.9999999999999998,0.8039368643833557,True,False,0.0,0.0,1.0,1.0,0.0,0.0,1,0.25,771,91,87,True,True,True,False,0.089,0.785,0.126,0.6611
"Hi. Since yesterday, I have a problem of text in a table disappearing in merged cells. I have opened tables i have previously worked on and all merged cells do not show text or even a cursor. When I go to view and select draft or outline view, I can see this text. However in normal text, web layout and print layout/preview, there is no text in these merged cells! Please help see screenshots. Thank you. Rita I have checked on hidden text and no help there. Running Microsoft office professional plus/word 2016, Windows 10. ",1,1.0000000000000002,0.8150779963651282,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1,0.2,398,45,44,True,True,True,False,0.069,0.856,0.075,0.1615
the same thing happens to me ,3,0.19117977822546817,0.3950918386598358,False,True,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,13,2,2,False,False,False,False,0.0,1.0,0.0,0.0
i have 2 seagate expansion drives installed and working then i have 2 others. the drives are the same and windows will not install. the 4 drives are all the same seagate plug and play 1TB.,1,1.0000000000000002,0.6113736809658867,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,110,13,12,True,False,False,False,0.0,0.936,0.064,0.34
"Hi Ryan, thanks for your kindness and multiple replies. I'm sorry but I cannot answer you. No time... However, I think I found the bug that make powerpoint downsample pdf files from illustrator. It only happens if transparency graphic is included in the artwork. So, for the moment the problem is solved.  thanks again, all the best,  rocco",6,0.36389140280516347,0.6040285460941972,False,False,0.0,0.0,0.0,0.0,0.0,0.0,6,1.0,247,34,34,True,True,False,False,0.064,0.682,0.254,0.931
"Hi, just downloaded the latest release for iphone. Could you plese let me know how do I know which of my contacts are on line, which are not and which are available? Where can I see the 3 colors red, yellow, green which i can see on the desktop version? Where can I see the last time one contact was on line? thank you Rob",1,1.0000000000000002,0.6362601602113438,True,False,0.0,0.0,0.0,0.0,0.0,1.0,1,0.16666666666666666,198,27,26,True,True,False,False,0.059,0.905,0.036,-0.3899
"Hi,  Thank you for posting your query on Microsoft Community. We are sorry for the inconvenience caused.  I see that you are facing issues while installing the ROBLOX software.  As you are still facing issues even after installing the software in compatibility mode. I would suggest you to contact the ROBLOX support for further assistance and see if it helps.  Here is the link: https://en.help.roblox.com/hc/en-us  Reply us if you have further queries we will be glad to assist you.",2,0.30023408180279765,0.6926124084091141,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,322,37,35,False,True,False,False,0.043,0.833,0.123,0.7906
1. Create New XML Sitemap and then Re-authenticate it.  2. Or choose another method of varification like META TAGs  Thanks,6,0.08000256012288656,0.31096169328649415,False,False,0.0,0.0,0.0,0.0,0.0,0.0,6,1.0,104,16,16,False,True,False,False,0.0,0.694,0.306,0.7579
"Charts made in worksheets disapppear from the worksheet when I ""move or copy"" the worksheet.  What's going on??",1,1.0000000000000002,0.5588864403011151,True,False,0.0,0.0,1.0,0.0,0.0,0.0,1,0.125,83,11,10,True,False,False,False,0.0,1.0,0.0,0.0
"I'd like a skype app that works like it used to before it was butchered. Saying that Microsoft are working on improving the app implies the current abomination is salvageable. Recent ""improvements"" like a green dot and a dark theme are cosmetic and do not address the fundamental bad design and quality of the current app.",3,0.21665185698730335,0.7070378944413996,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,234,28,26,False,False,False,False,0.053,0.756,0.191,0.7964
"I ran update troubleshooter,  The updates I previously had disappeared from update list.   How can I get them back as my cover keyboard does not work?   How can they be reinstalled?  I was told the updates were emptied but not uninstalled, if this is the case how do I access them. Thank you Robert",1,1.0,0.6207319794095923,True,False,0.0,0.0,0.0,0.0,0.0,1.0,1,0.25,195,23,22,True,True,False,True,0.048,0.863,0.088,0.5122
hello  I think that I found the problem. There is a login problem at startup windows and skype. I dont now why but i have to do this: 1. Start windows with autostart skype and autologin to skype 2. When Skype Log in I have to skype logout and login again manually3. Skype work property  it seems that is some problem with login or logout previous session skype  anyway thx for help,6,0.42363989894461807,0.6786406811540013,False,False,0.0,0.0,0.0,1.0,0.0,0.0,6,0.8571428571428571,266,28,28,True,False,False,False,0.089,0.827,0.084,0.1406
"The code sets the print area.  In the command  Set r1 = ws.Range(""A1:I30,A31:F64,A65:F88,A89:H135,A136:G167,A168:J202,A203:I239,A240:G264"") in the code I posted and in the command  vRng = Array((""A1:I30"", ""A31:F64"", ""A65:F88"", ""A89:H:135"", ""A136:G167"", ""A168:J202"", ""A203:I239"", ""A240:G264"") on the code Tasosk posted. (and there is an extra left paren which you have correctly removed).  These will be the pages if the Zoom settings are set to fit that area on a single page.  Then each of the codes has the command  ...PrintArea = where it passes the address of the range for the specific area being printed.   You should remove all manual pagebreaks because scaling does not override pagebreaks like Fit to page does.  To summarize -   no manual page breaks   no printareas defined.    Put percent scaling into the arrays to correspond to the range areas - determined by doing it manually first (but if you can't see the page data doing it manually, then using the same scaling with the code will be no better.   -- Regards, Trevor Ogilvy    ",7,0.4190937884409883,0.727895696866852,False,True,0.0,1.0,0.0,0.0,0.0,0.0,7,0.7777777777777778,749,79,69,False,False,False,True,0.046,0.924,0.03,-0.3948
"Hi Amanda,  We can understand these lectures were created on Windows. Since Windows Media files (.wmv, .wma) aren't supported on PowerPoint 2016 for Mac, as for Flip4Mac, which is third part components for QuickTime, I suggest you go to Filp4Mac Support to ask for help.  Regards, Victoria",6,0.22886885410853172,0.5467339586353444,False,False,0.0,0.0,0.0,0.0,0.0,0.0,6,0.8571428571428571,222,31,30,False,False,False,False,0.037,0.821,0.141,0.6639
"Good Day My name is Mackenzie Roos and i will be happy to assist you: First lest try these additional resources: https://support.office.com/en-us/article/Where-are-my-custom-templates-88ed77ca-df34-49e9-9087-3f01ae296e6e or https://support.deakin.edu.au/kb_view_customer.do?sys_kb_id=333163e60da6c140ac47ae1cab3dc83a if these options dont work please try to repair your office: Please try the following solution of repairing your office package: The first thing you can do is to navigate and select the start button 2) Type in control panel 3) Navigate to ""Programs"". 4) Then select ""Uninstall a Program"" 5) Then find your office installation and right click (Usually say Microsoft Office 2016 or something similar) 6) Select change 7) Now a window will pop asking for ""Quick Repair"" or ""Online Repair"" 8) Select the Quick Repair option and reboot 9) If the problem continues select the Online Repair option and reboot Please let me know if this helped or not, i will happily assist you further. Kind Regards PhillipMackenzie Roos",2,0.18113871517289049,0.8425509608376034,True,True,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6666666666666666,825,76,73,False,False,False,False,0.046,0.832,0.121,0.9045
"Hello Ryan Rab,    Good day!  I'll be sending a private message regarding your concern.  Please check your inbox at answers.microsoft.com, click your name at the upper right side of the screen, then click My Profile. From there, you'll be able to see View my private message on the left side of your screen. Thank you!",4,0.2760809419897811,0.568861145185787,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,226,29,29,False,True,True,False,0.0,0.863,0.137,0.8065
"CONGRATULATIONS!!!YO - Forwarded message ---------- From: MICROSOFT CORPORATIONS <ssaguj> Date: Mon, Apr 13, 2015 at 9:54 PM Subject: CONGRATULATIONS!!!YOUR EMAIL ADDRESS HAS WON GBP £450,000.00 READ THE ATTACHED DOCUMENT FOR COMPLETE INFORMATION Dear Microsoft User/Winner,     We wish to congratulate you for being among the four (4) selected winners in the ongoing Microsoft E-mail Electronic Online Sweepstakes; we believe with your prize, you will continue to be an active user in patronizing Microsoft Products and email.     Kindly go though the attached official letter from Microsoft Corporations.     E-mail: *** Email address is removed for privacy *** regards, Michel Van der Bel. Microsoft Foreign Transfer Manager Microsoft Corporations, United Kingdom. Regards FPatrickKoay Attachment from PDF  3 attachment as below mentioned: T FOR COMPLETE INFORMATION",1,0.9999999999999999,0.6868277718073366,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3333333333333333,735,73,71,True,False,True,False,0.0,0.766,0.234,0.9856
"Hey there, just did a factory reset on my Dell XPS and have the same problem.  Did you find a solution in the end or did you go down the route of booting from a downloaded ISO?",3,0.3106610191610485,0.5765763519033617,True,True,0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,87,14,14,False,False,False,False,0.068,0.875,0.057,-0.1027
"Hi,  Your question is more of a technical nature and better suited in either MSDN or TechNet forum.  These are IT professionals who work with the development and production of services and would be better able to answer the question.  MSDN  TechNet      ",2,0.4016632088371218,0.3560258220479412,False,False,0.0,0.0,0.0,0.0,1.0,0.0,2,0.6666666666666666,183,21,21,False,False,False,False,0.0,0.873,0.127,0.7003
"Hi NancySehmi,     We are aware of the issue that some users lost their contacts after the updates. With that, first, make sure that you are signed in to the correct Skype account. Also, please wait for 7 days to load or sync your contacts with the new Skype.   If the issue still persists after the said time frame, please contact us back.     Thank you!     Marites P.   Skype Community Moderator",2,0.22717970743230245,0.6437639961929432,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.2857142857142857,274,39,38,False,True,True,False,0.03,0.842,0.128,0.75
"Marian,  Do the following. System Restore takes about ten minutes to run during which the computer will reboot, You may be faced at some point with a black screen where nothing appears to be happening, but eventually, the usual lock screen will appear once more. Check to make sure both folders are back again.  To remove files which are safe to delete, do the following. Don't listen to dummies on forums who tell you it's OK to delete certain files and folders because half the time, they don't have a clue of what they're talking about. You can always come to this forum for advice if you need it.",2,0.3225203732450507,0.7003972495236538,False,False,1.0,1.0,0.0,0.0,1.0,0.0,2,0.2222222222222222,371,51,49,False,False,False,False,0.0,0.874,0.126,0.9319
I won't bore you with the reasons.  My system came from HP with this problem. It had some other problems also. HP finally took it back and when I got it back it had a new Windows Install on it . All of these problems were resolved.   I can't say anymore except consider this a closed issue.  JJ,5,0.3584737610129136,0.4464409239244568,False,False,0.0,0.0,1.0,0.0,0.0,0.0,5,0.7142857142857143,184,27,26,True,False,False,False,0.128,0.78,0.093,-0.5191
"Susan,  Thanks for trying to help.  I applied the modifications you listed but am still not hearing my voice recording during the Skype Echo test.  I'm trying to find a contact who is online, at the moment, but because I was failing this test when I first noticed my contact couldn't hear me, I'm reasonable sure that , as the recording says, there is something wrong with my audio settings..  My computer is Windows Vista, version 6.0 with Service Pack 2 and the Skype version is 7.36.0.150.  I understand that Vista is no longer supported and about a week ago when I received a notice to update Skype, that was when the problems appeared to start.  I actually contacted a technician by phone who loaded and installed the update.  I believe the Echo test was working at that time, however, but I do remember I was not able to connect with one of my contacts, as none were online at that time.  I tried to find a ""live"" technician last night, but was unable to find a technical support phone number for Skype.  Do you have a good number for their technical support office?  Thanks for trying, I do realize most of the problems are arising due to an obsolete operating system and the very slow download speeds provided to our neighborhood by Verizon.  We only get a little over 3 mps.  I've been forced to continue using my Vista desktop and laptop since my new Windows 10 desktop and laptop take up too much bandwidth and shut me out of the internet after a few minutes.  Thanks again for your suggestions.  I appreciate your attempt to help.  Vince ",3,0.6981777858141115,0.8861287878128007,True,False,0.0,0.0,1.0,0.0,1.0,1.0,3,0.75,1058,115,109,True,True,False,False,0.087,0.803,0.11,0.6441
"Split from this thread. I thought it was just me.  In the last 3 or 4 days, I can do Bing searches for Web, Image, Maps, News, & Explore.  Videos no longer works.  I am re-directed to the default Bing search page with just a pretty picture of flying birds and random unrelated videos at the bottom of the page.  I though there was an upgrade or technical problem with Bing, and I'd wait a few days for them to fix it.  But the problem persists. BTW:  My browser is Firefox.  Explorer began seriously screwing up my PC two years ago, so I switched to Firefox.",1,1.0,0.7780821581249474,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.16666666666666666,395,52,50,True,False,False,False,0.1,0.881,0.019,-0.8074
"Hi Felicia,  To change your display language, go to  Search>Control Panel>Clock, Language, and Region>Regional and Language Options. Alternatively, you can also go to Search>Control Panel>[all control panel items]>Language.  Let us know how it goes.  Regards.",2,0.2183600980648597,0.6405535103553113,False,False,0.0,0.0,0.0,0.0,0.0,1.0,2,0.4,218,21,20,False,False,False,False,0.0,1.0,0.0,0.0
"Hello Virginia,  To further investigate, may I know from which country are you located? Is the issue happening with a specific contact only? Have you tried calling on a different device?  Please do not hesitate to reply to this post if the issue still persists. Thank you!   Julie_S1Catherine Skype Community Moderator",2,0.23297408241459625,0.6270055036590769,True,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.2857142857142857,233,30,30,False,True,True,False,0.0,0.866,0.134,0.754
creat goal,4,0.1889822365046136,0.27196414661021057,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,0.8,10,2,2,False,False,False,False,0.0,1.0,0.0,0.0
"Hi Linda,  As per the description, you are experiencing issue with viewing images using Bing on the system.  I certainly understand your concern.  In order to have a better understanding regarding the issue, I would suggest you to provide us with the screen shots if possible. Please refer to the article given below.  How to include a screenshot in your post  http://answers.microsoft.com/en-us/windows/wiki/windows_other-windows_programs/how-to-include-a-screenshot-in-your-post/2594b08e-32a3-476a-85a6-b021181be7e4  In the meantime, to get more information regarding this concern, I would suggest you to contact Bing support.  Please refer to the link given below and check if that helps.   All Bing Help topics   http://help.bing.microsoft.com/#apex/18/en-us/n9999/0  I hope this information is helpful.  Please do let us know if you need any further assistance, we will be glad to assist you.  Thank you.",2,0.34755382951140046,0.891575755925403,False,False,0.0,0.0,0.0,0.0,0.0,1.0,2,0.6666666666666666,671,59,55,False,True,False,False,0.0,0.779,0.221,0.9806
That’s it! Thanks so much.,5,0.0,0.12322987381221742,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,19,3,3,True,True,True,False,0.0,0.556,0.444,0.4926
Thanks very much. I've taken your advice and have entered a request for help.,5,0.21773242158072692,0.378465420178062,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5,0.625,52,9,9,True,True,False,False,0.0,0.682,0.318,0.6808
I really appreciate your response.  I'm not sure why the screen shot wasn't showing.  In the meanwhile  I deleted and requested that Bing be my home page and then deleted it several more times and after that I turned my iPad off.  It finally set up the browser that I had before the new Bing was issued-when other issues with my iPad have plagued me turning off the device usually fixes it.  That was the result here!  Thanks anyway for your help!  Victoria K. McGinnis,5,0.47213368521878024,0.7083790918473039,False,False,0.0,0.0,1.0,1.0,0.0,1.0,5,0.8333333333333334,295,41,40,True,True,True,False,0.021,0.879,0.1,0.8028
"Hello,   Just to verify, do you see the gear icon right on top of the power button, when you click the Windows icon? That is just one way to launch the Settings Window, so kindly let us know if you see the option there. Alternatively, you can also type Settings on the Cortana search bar to launch it. Please let us know if you can access the Settings through these methods and let us know the outcome.  We'll keep an eye out to your response.",2,0.4943486211584294,0.7165209742960705,True,False,0.0,0.0,1.0,0.0,0.0,0.0,2,0.5,286,36,35,False,False,False,False,0.0,0.909,0.091,0.8029
"Hello AshleyDion, Thank you for your reply. We want to create the best possible app experience for our Skype users which means we must make some changes along the way. These decisions are hard to make but will enable us to focus our efforts on transitioning Skype from a peer-to-peer video and chat app to a modern, mobile friendly cloud architecture.  Skype on the cloud means you can access all of your chats and shared images on any device with the same Skype account and consume less battery power. Your comments will be taken as a feedback that will help Microsoft improves its services. For FAQ and known issues with the new Skype, click here. Let me know if you need further assistance. Thanks.",4,0.37717282388907575,0.7867644329049726,False,True,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,486,63,61,False,True,False,False,0.009,0.81,0.182,0.9731
I can't seem to upload photos and videos to websites like facebook and snapfish.  The computer seems to time out or freeze up while trying to upload photos. ,1,1.0,0.47530421314318083,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,116,16,15,True,False,False,False,0.0,0.875,0.125,0.4019
"Thanks for the reply.  I did as suggested; however, the file icon is now no longer clickable meaning the icon is positioned perfectly but no Word document opens when you click on it.   Is this possible to fix?",3,0.5038710255240861,0.6390860186442192,True,False,0.0,0.0,1.0,0.0,0.0,1.0,3,0.42857142857142855,140,19,19,True,True,False,False,0.102,0.792,0.106,0.0387
"Hello JamieHaltJamieHaltJamie,   I appreciate your cooperation in sending the requested screenshot.  Unfortunately, there is no option to delete the information indicating the number of files sent and received.  You may be able to remove this through your privacy settings by deleting Chat History: Skype > Preferences > Privacy > Delete All Chat History.  Please be advised, however, that this will affect all your history, including instant messages, calls, voice messages, video messages, send and received files, and SMS messages from your device.  Should you have further queries, please do not hesitate to reply to this post.  Thank you.",4,0.32902818729940353,0.764430860756079,False,False,0.0,0.0,0.0,0.0,0.0,1.0,4,1.0,480,48,46,False,True,False,False,0.043,0.837,0.12,0.7441
"Is there perhaps a left-pointing arrow near your account tile on the login screen?  You can try that to access alternate accounts.  If that doesn't work, let's try to restore back to the last day it was working.  At the bottom of the login screen, you'll see a power icon.  Hold the shift key on your keyboard while you choose the Restart option.  After a few seconds, some options will appear.  Here you can use troubleshooting and then System Restore.  This restores backups of your registry and system settings, but doesn’t touch any of your files. It only takes a couple of minutes.  There are also more intense recovery options (refresh and reset), but I do not recommend those right now, because they are more advanced.",4,0.35308647020554634,0.6867235400132228,True,False,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5714285714285714,470,64,60,False,False,False,False,0.02,0.896,0.084,0.6667
"Hi Jennifer,  Did you check the above reply? if you need further help, let me know.  Regards, Matthew",3,0.0837707816583391,0.3922077957854423,True,False,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,67,11,11,False,False,False,False,0.0,0.863,0.137,0.4019
"Is there a way to synch the saved ""my places"" list from a laptop to an iPhone?",1,1.0,0.41956615361965754,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3333333333333333,47,8,8,True,False,False,False,0.0,0.851,0.149,0.4215
"I'm trying to create a custom table style that will always be 6.5 inches in width. However when I go to create the new table style, the ""preferred width"" option in the Table Properties area is greyed out and unavailable. Does anyone know if there is a work around for this?",1,0.9999999999999998,0.7243660432045756,True,False,0.0,0.0,1.0,0.0,0.0,0.0,1,0.25,194,25,25,True,False,False,False,0.0,0.921,0.079,0.4939
I tried it too and got the same result as you.  Seems to be that is how conditional formatting rules work.,4,0.38868899738820434,0.5659849671597714,False,True,0.0,0.0,0.0,0.0,0.0,1.0,4,0.5714285714285714,60,9,9,False,False,False,False,0.0,1.0,0.0,0.0
"I cannot hear the voices of anybody that I call. All the Skype system sounds are fine, but as soon as the caller picks up I can't hear a thing, however they can hear me just fine and even themselves as an echo. I tried calling the Echo Test line but I can't hear any voice on there either. I am using the latest version of Skype, the call speaker volume is at full, yet no luck with any calls. Any help would be very much appreciated (I am using Windows Vista)",1,1.0000000000000002,0.788393334449747,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1,0.25,306,40,37,True,False,False,False,0.031,0.851,0.118,0.8315
"Hi, When I open Skype Preview and try to login I get the message below.  When I click 'Problems signing in?' it takes me to Skype on website.  Not what I expected. I can sign in but I expected a Skype on the PC. Could someone explain what is going on?  Thank You.",1,0.9999999999999999,0.6495482315810961,True,False,1.0,0.0,0.0,0.0,0.0,0.0,1,0.2,191,25,24,True,True,False,False,0.033,0.903,0.064,0.4137
"Hello Erica,  Welcome to Skype Community forum!  Skype to Skype calls are free – but to call a mobile or landline from Skype, you need a little Skype Credit or a subscription. The price you pay depends on the country you're calling to, not the country you're calling from. To check how much a subscription costs, go to our Rates page.  You may refer to this FAQ for more information. If you have further questions, please do not hesitate to reply to this post. Thank you! Julie_S1 SNataliekype Community Moderator ",2,0.3274624803446133,0.789755665257306,False,False,0.0,0.0,0.0,0.0,0.0,1.0,2,0.5,367,44,42,False,True,True,False,0.016,0.824,0.16,0.9265
"How do I merge two accounts?  I had one account and had credit for one year, did not use it and was unable to retrieve it, so I started another account.  I have credit in one but all my contact and info is in the other one.  I only want one account.",1,0.9999999999999999,0.6308862823489436,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3333333333333333,130,15,14,True,False,False,True,0.0,0.907,0.093,0.4678
"Hi, That's a lot of BlueScreens.   To reduce this down and hopefully fix.  1. Check with this thread for troubleshooting methods.  http://social.answers.microsoft.com/Forums/en-US/w7repair/thread/c675b7b8-795f-474d-a1c4-6b77b3fcd990  2. Remove ALL power and remove and reseat ALL cards, memory, and cables (on both ends when possible) - do not just snug - actually remove and replace.  3. Run SFC /scannow (you can run in Safe Mode - repeatedly tap F8 as you boot) and run CheckDisk (See the troubleshooter in #1 above for more info). 4. Update ALL drivers - BIOS - and even low level chipset drivers. (See troubleshooting guide in #1 above). 5. Test Memory (See troubleshooting guide in #1 above).  6. Monitor System after the above and check any new BSOD with BlueScreenView and MyEventViewer.  Hope this helps.",2,0.2758742185358459,0.8031157077540444,False,False,0.0,0.0,1.0,0.0,0.0,0.0,2,0.6666666666666666,607,63,61,False,False,False,False,0.043,0.824,0.133,0.8614
"Hi Stephen,  Thank you for posting your query in Microsoft Community.  Your question is beyond the scope of what is typically answered in this consumer forum and would be better suited for the IT Pro audience in MSDN.  Please post your question in MSDN.",2,0.22349954370379735,0.4687957529687542,False,False,1.0,0.0,0.0,0.0,0.0,0.0,2,0.6666666666666666,182,24,23,False,True,False,False,0.0,0.842,0.158,0.7717
"Hello Ross,  Welcome to Skype Community!  If you have lost access to your previous account where your contacts are stored, please consider recovering it first by following the steps on this support page: Click here.  You can merge a Skype account which is being logged in via Skype name with a Microsoft email address. To do this, just follow the steps below: 1. Login using your Skype Name on the Microsoft website. 2. You will see a message saying that ""Your Skype account is now a Microsoft account"". Once you see the message, please click Next. 3. Enter the email you want to merge the Skype account with, and click Next. 4. Follow the steps. Note: Linking of two Skype accounts aside from the above stated scenario, is not possible.  I hope the information above helps.  Regards,",2,0.2551020408163265,0.8596692199040549,False,False,0.0,1.0,0.0,0.0,0.0,0.0,2,0.6666666666666666,553,58,56,False,False,True,False,0.032,0.868,0.1,0.8485
I cannot see other party. They see me but i didnt see them ,2,0.7299963950884313,0.7025001733142088,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6666666666666666,31,5,5,False,False,False,False,0.12,0.88,0.0,-0.1603
"Hi,  For an in-depth assistance with Skype for Business, we suggest that you visit the Skype for Business support page. See this link.  Regards.  ",3,0.38385008698237016,0.6048193545290224,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,104,13,13,False,False,False,False,0.0,0.895,0.105,0.4019
"You won't be able to create a shortcut to Bing.  It is a web search engine.  Press Winkey + R to open Run Box Type www.bing.com > Press Ok to launch an Internet Explorer which opens to Bing   Set Bing as your Default search engine in any browser you may use.  This works for Windows 7 and below.  When you launch the browser and perform a search, Bing will be the search engine.   To set Bing as your Default Search Engine in Internet Explorer 9, do the following:   1.       Launch Internet Explorer and press F4 2.       In the drop down menu, click on Add in the lower right side of the menu which will take you to           the Internet Explorer Gallery 3.       Select Bing from the list of Search Providers 4.       In the confirmation box that appears, select the ‘Make this as my Default Search Provider’           check box 5.       Click Upgrade   To set Bing as your Default Search Engine in Internet Explorer 10, do the following:   1.       Launch Internet Explorer 10 2.       Click the Tools Gear and select Manage add-ons 3.       Select Search Providers in the Add-on Types column to view the current search engine selection 4.       If you don’t see Bing listed, click on the ‘Find more search providers’ link  on the bottom left           portion of the window which will take you to the Internet Explorer Gallery    Set Bing.com for your Home Page and once you launch the browser, it will open to Bing. http://www.bing.com/set/homepage  Change your Home Page for Internet Explorer http://windows.microsoft.com/en-US/internet-explorer/change-home-page#ie=ie-11   ",3,0.2230249476286874,0.9417304963726835,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,1098,89,82,False,False,False,False,0.017,0.967,0.017,-0.0
"How do I recover my contacts for both? I'm just hoping my contacts are not lost on my business laptop! Secondly, I was forced to create a new password as it failed to recognise my actual password... this should not have messed up the contacts though? I have also tried deleting and reinstalling the app on iPhone, did not work. Please let me know asap. Thanks.",1,0.9999999999999999,0.7392894572039636,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.14285714285714285,240,30,30,True,True,True,True,0.105,0.737,0.158,0.4919
 https://support.discoverbing.com/default.aspx?scrx=1,2,0.0,0.1661026492566873,True,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,47,3,3,False,False,False,False,0.0,1.0,0.0,0.0
"My computer just updated to and wheel scrolling stopped working, grrrrrrr.  Not sure which of these did the trick...but here's what I did. ",2,0.27504098416018735,0.4320223793388896,False,False,1.0,0.0,0.0,0.0,0.0,0.0,2,0.5,83,13,13,False,False,False,False,0.155,0.845,0.0,-0.4333
I think you will find you need to select the TEXT (f2 or double click) in one cell at a time and paste into the table.  The Office clipboard can store the text from each copy,5,0.5119297730119168,0.7134467289754917,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857143,107,18,18,False,False,False,False,0.0,1.0,0.0,0.0
" It’s quite all right with me to post here, InTroyintand Auto",3,0.18097496507665398,0.3431841406833594,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,39,6,6,False,False,False,False,0.0,1.0,0.0,0.0
"What Antivirus/security applications are installed on your computer?  Also, what is the version of Internet Explorer installed on your computer?   In Internet Explorer go to Help -> About Internet Explorer.   P.S. Please, don’t say that you are not using Internet Explorer. This is irrelevant. Skype depends on Internet Explorer.   ",2,0.17394300473620194,0.4009546668614887,True,False,1.0,0.0,0.0,0.0,0.0,0.0,2,0.2,255,21,21,False,False,False,False,0.0,0.898,0.102,0.6553
"Hi Deborah,  You may try the following two options: Option1. Create a new Mac account. Log into Mac with the new account. Open PowerPoint for Mac to check if the issue is related a corrupted user profile. Option2. Completely uninstall the Office suite, and then download the latest released version from this page. Disclaimer: Microsoft provides no assurances and/or warranties, implied or otherwise, and is not responsible for the information you receive from the third-party linked sites or any support related to technology.  You may need the articles below for backing up your emails in Outlook. Export items to an archive file in Outlook for Mac Import email messages, contacts, and other items into Outlook 2016 for Mac  Let us know some updates when you have time.  Regards, TimDanielle",3,0.3453943154949669,0.8672801803809355,False,False,0.0,0.0,1.0,0.0,0.0,0.0,3,0.75,597,69,68,False,False,False,False,0.03,0.926,0.044,0.2268
